Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Africa,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,South America,,,,,,,,,,,,,,,Oceania,,,,,,,,,,,,,,,,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Africa Total,,,,,North America Total,,,,,U.S.A.,,,,,Canada,,,,,Mexico,,,,,North America Unclassified,,,,,South America Total,,,,,Brazil,,,,,South America Unclassified,,,,,Oceania Total,,,,,Australia,,,,,New Zealand,,,,,Oceania Unclassified,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,,,,,,,,,,
,2007　Jan．,"1,907 ",320 ,629 ,958 ,,"70,078 ","33,423 ","23,724 ","12,931 ",,"54,148 ","22,929 ","21,214 ","10,005 ",,"13,834 ","9,260 ","2,049 ","2,525 ",,"1,631 ","1,122 ",287 ,222 ,,465 ,112 ,174 ,179 ,,"2,279 ",861 ,606 ,812 ,,"1,191 ",393 ,377 ,421 ,,"1,088 ",468 ,229 ,391 ,,"26,472 ","19,904 ","3,081 ","3,487 ",,"23,075 ","18,002 ","2,513 ","2,560 ",,"3,119 ","1,802 ",512 ,805 ,,278 ,100 ,56 ,122 ,,51 ,43 ,3 ,5 ,,"617,885 ","401,624 ","120,398 ","95,863 ",,,,,,,,,,,,,,,,
,Feb．,"1,283 ",280 ,487 ,516 ,,"61,929 ","35,329 ","22,233 ","4,367 ",,"48,052 ","24,731 ","19,835 ","3,486 ",,"12,196 ","9,534 ","1,960 ",702 ,,"1,271 ",944 ,257 ,70 ,,410 ,120 ,181 ,109 ,,"1,811 ",855 ,560 ,396 ,,931 ,357 ,319 ,255 ,,880 ,498 ,241 ,141 ,,"17,909 ","13,351 ","3,258 ","1,300 ",,"15,640 ","12,035 ","2,630 ",975 ,,"2,056 ","1,232 ",569 ,255 ,,213 ,84 ,59 ,70 ,,95 ,78 ,5 ,12 ,,"631,278 ","468,163 ","110,681 ","52,434 ",,,,,,,,,,,,,,,,
,Mar．,"2,210 ",687 ,959 ,564 ,,"95,289 ","61,375 ","26,718 ","7,196 ",,"75,991 ","46,753 ","23,532 ","5,706 ",,"15,964 ","12,294 ","2,468 ","1,202 ",,"2,770 ","2,114 ",506 ,150 ,,564 ,214 ,212 ,138 ,,"2,909 ","1,442 ",909 ,558 ,,"1,379 ",611 ,491 ,277 ,,"1,530 ",831 ,418 ,281 ,,"19,567 ","13,647 ","4,018 ","1,902 ",,"16,824 ","12,139 ","3,284 ","1,401 ",,"2,478 ","1,366 ",688 ,424 ,,265 ,142 ,46 ,77 ,,79 ,50 ,3 ,26 ,,"684,654 ","452,074 ","141,503 ","91,077 ",,,,,,,,,,,,,,,,
,Apr．,"1,628 ",541 ,583 ,504 ,,"92,386 ","61,326 ","24,619 ","6,441 ",,"74,772 ","47,691 ","21,891 ","5,190 ",,"14,683 ","11,395 ","2,224 ","1,064 ",,"2,395 ","2,018 ",298 ,79 ,,536 ,222 ,206 ,108 ,,"3,230 ","2,053 ",639 ,538 ,,"1,795 ","1,076 ",383 ,336 ,,"1,435 ",977 ,256 ,202 ,,"21,184 ","16,113 ","3,310 ","1,761 ",,"17,683 ","13,696 ","2,711 ","1,276 ",,"3,217 ","2,255 ",557 ,405 ,,284 ,162 ,42 ,80 ,,101 ,74 ,14 ,13 ,,"714,014 ","517,652 ","127,778 ","68,584 ",,,,,,,,,,,,,,,,
,May．,"2,028 ",544 ,874 ,610 ,,"87,553 ","55,060 ","26,053 ","6,440 ",,"72,359 ","44,209 ","23,118 ","5,032 ",,"12,213 ","8,702 ","2,316 ","1,195 ",,"2,390 ","1,940 ",356 ,94 ,,591 ,209 ,263 ,119 ,,"3,127 ","1,786 ",879 ,462 ,,"1,490 ",716 ,495 ,279 ,,"1,637 ","1,070 ",384 ,183 ,,"17,582 ","11,470 ","4,405 ","1,707 ",,"14,748 ","9,933 ","3,548 ","1,267 ",,"2,566 ","1,432 ",790 ,344 ,,268 ,105 ,67 ,96 ,,52 ,42 ,3 ,7 ,,"664,489 ","462,407 ","138,016 ","64,066 ",,,,,,,,,,,,,,,,
,Jun．,"1,548 ",393 ,656 ,499 ,,"90,821 ","61,830 ","24,464 ","4,527 ",,"77,898 ","52,326 ","21,929 ","3,643 ",,"10,151 ","7,394 ","2,023 ",734 ,,"2,313 ","1,911 ",326 ,76 ,,459 ,199 ,186 ,74 ,,"2,714 ","1,594 ",742 ,378 ,,"1,447 ",872 ,398 ,177 ,,"1,267 ",722 ,344 ,201 ,,"20,404 ","15,598 ","3,573 ","1,233 ",,"17,483 ","13,640 ","2,906 ",937 ,,"2,610 ","1,751 ",626 ,233 ,,311 ,207 ,41 ,63 ,,73 ,47 ,9 ,17 ,,"631,874 ","456,056 ","128,600 ","47,218 ",,,,,,,,,,,,,,,,
,Jul．,"1,962 ",649 ,696 ,617 ,,"95,351 ","66,532 ","22,077 ","6,742 ",,"76,444 ","51,186 ","19,817 ","5,441 ",,"14,978 ","12,112 ","1,791 ","1,075 ",,"3,304 ","2,937 ",261 ,106 ,,625 ,297 ,208 ,120 ,,"3,207 ","2,045 ",627 ,535 ,,"1,900 ","1,185 ",372 ,343 ,,"1,307 ",860 ,255 ,192 ,,"21,488 ","15,720 ","3,914 ","1,854 ",,"17,851 ","13,249 ","3,228 ","1,374 ",,"3,237 ","2,210 ",657 ,370 ,,400 ,261 ,29 ,110 ,,79 ,62 ,8 ,9 ,,"807,737 ","621,877 ","129,337 ","56,523 ",,,,,,,,,,,,,,,,
,Aug．,"2,691 ","1,171 ",636 ,884 ,,"79,176 ","48,570 ","18,570 ","12,036 ",,"62,875 ","36,606 ","16,710 ","9,559 ",,"13,496 ","9,838 ","1,493 ","2,165 ",,"2,039 ","1,679 ",225 ,135 ,,766 ,447 ,142 ,177 ,,"2,925 ","1,698 ",591 ,636 ,,"1,474 ",811 ,323 ,340 ,,"1,451 ",887 ,268 ,296 ,,"17,098 ","11,500 ","3,209 ","2,389 ",,"14,232 ","9,825 ","2,637 ","1,770 ",,"2,581 ","1,515 ",534 ,532 ,,285 ,160 ,38 ,87 ,,70 ,53 ,2 ,15 ,,"757,473 ","566,071 ","103,677 ","87,725 ",,,,,,,,,,,,,,,,
,Sep．,"2,075 ",632 ,653 ,790 ,,"80,729 ","47,124 ","26,114 ","7,491 ",,"65,293 ","36,437 ","23,035 ","5,821 ",,"12,141 ","8,371 ","2,424 ","1,346 ",,"2,585 ","1,994 ",439 ,152 ,,710 ,322 ,216 ,172 ,,"3,639 ","2,029 ",970 ,640 ,,"1,819 ",971 ,514 ,334 ,,"1,820 ","1,058 ",456 ,306 ,,"26,118 ","20,207 ","4,104 ","1,807 ",,"21,882 ","17,279 ","3,278 ","1,325 ",,"3,875 ","2,758 ",764 ,353 ,,361 ,170 ,62 ,129 ,,65 ,42 ,8 ,15 ,,"689,183 ","459,813 ","141,413 ","87,957 ",,,,,,,,,,,,,,,,
,Oct．,"2,344 ",615 ,919 ,810 ,,"98,740 ","63,368 ","30,011 ","5,361 ",,"79,332 ","48,621 ","26,454 ","4,257 ",,"15,509 ","11,896 ","2,768 ",845 ,,"3,072 ","2,468 ",499 ,105 ,,827 ,383 ,290 ,154 ,,"4,720 ","3,131 ","1,029 ",560 ,,"2,358 ","1,612 ",508 ,238 ,,"2,362 ","1,519 ",521 ,322 ,,"23,638 ","17,374 ","4,825 ","1,439 ",,"20,192 ","15,162 ","3,952 ","1,078 ",,"3,019 ","1,969 ",802 ,248 ,,427 ,243 ,71 ,113 ,,60 ,48 ,3 ,9 ,,"785,207 ","550,587 ","167,008 ","67,612 ",,,,,,,,,,,,,,,,
,Nov．,"2,111 ",702 ,828 ,581 ,,"81,464 ","49,164 ","27,106 ","5,194 ",,"64,115 ","36,258 ","23,637 ","4,220 ",,"14,596 ","11,032 ","2,831 ",733 ,,"2,103 ","1,585 ",426 ,92 ,,650 ,289 ,212 ,149 ,,"2,825 ","1,385 ","1,053 ",387 ,,"1,434 ",666 ,585 ,183 ,,"1,391 ",719 ,468 ,204 ,,"18,912 ","13,176 ","4,337 ","1,399 ",,"16,088 ","11,503 ","3,542 ","1,043 ",,"2,614 ","1,601 ",741 ,272 ,,210 ,72 ,54 ,84 ,,92 ,65 ,17 ,10 ,,"686,747 ","476,640 ","157,579 ","52,528 ",,,,,,,,,,,,,,,,
,Dec．,"1,621 ",816 ,399 ,406 ,,"83,502 ","59,871 ","18,822 ","4,809 ",,"64,603 ","43,806 ","16,913 ","3,884 ",,"16,232 ","13,866 ","1,592 ",774 ,,"2,330 ","2,014 ",233 ,83 ,,337 ,185 ,84 ,68 ,,"3,615 ","2,851 ",431 ,333 ,,"1,635 ","1,224 ",234 ,177 ,,"1,980 ","1,627 ",197 ,156 ,,"30,416 ","26,603 ","2,446 ","1,367 ",,"26,820 ","23,790 ","2,031 ",999 ,,"3,365 ","2,687 ",389 ,289 ,,231 ,126 ,26 ,79 ,,123 ,101 ,17 ,5 ,,"676,428 ","521,216 ","109,868 ","45,344 ",,,,,,,,,,,,,,,,
,2008　Jan．,"1,695 ",347 ,505 ,843 ,,"70,008 ","35,703 ","21,888 ","12,417 ",,"54,169 ","24,854 ","19,589 ","9,726 ",,"13,973 ","9,733 ","1,913 ","2,327 ",,"1,381 ",984 ,234 ,163 ,,485 ,132 ,152 ,201 ,,"2,570 ","1,223 ",592 ,755 ,,"1,373 ",677 ,329 ,367 ,,"1,197 ",546 ,263 ,388 ,,"32,801 ","27,142 ","2,828 ","2,831 ",,"29,457 ","24,944 ","2,379 ","2,134 ",,"3,132 ","2,128 ",408 ,596 ,,212 ,70 ,41 ,101 ,,76 ,47 ,14 ,15 ,,"711,350 ","491,401 ","119,668 ","100,281 ",,,,,,,,,,,,,,,,
,Feb．,"1,399 ",366 ,575 ,458 ,,"65,482 ","38,859 ","22,081 ","4,542 ",,"49,968 ","26,670 ","19,752 ","3,546 ",,"14,046 ","11,310 ","1,948 ",788 ,,"1,078 ",749 ,239 ,90 ,,390 ,130 ,142 ,118 ,,"1,987 ",984 ,548 ,455 ,,960 ,400 ,325 ,235 ,,"1,027 ",584 ,223 ,220 ,,"22,847 ","18,413 ","3,304 ","1,130 ",,"20,517 ","16,854 ","2,826 ",837 ,,"2,180 ","1,507 ",455 ,218 ,,150 ,52 ,23 ,75 ,,123 ,112 ,6 ,5 ,,"696,326 ","519,469 ","113,887 ","62,970 ",,,,,,,,,,,,,,,,
,Mar．,"2,064 ",632 ,729 ,703 ,,"104,484 ","71,162 ","25,174 ","8,148 ",,"82,222 ","53,232 ","22,355 ","6,635 ",,"18,966 ","15,530 ","2,201 ","1,235 ",,"2,775 ","2,154 ",455 ,166 ,,521 ,246 ,163 ,112 ,,"3,199 ","1,772 ",815 ,612 ,,"1,857 ",996 ,532 ,329 ,,"1,342 ",776 ,283 ,283 ,,"25,532 ","19,725 ","3,793 ","2,014 ",,"22,346 ","17,767 ","3,124 ","1,455 ",,"2,833 ","1,755 ",627 ,451 ,,353 ,203 ,42 ,108 ,,101 ,84 ,8 ,9 ,,"731,619 ","503,308 ","136,309 ","92,002 ",,,,,,,,,,,,,,,,
,Apr．,"1,974 ",700 ,627 ,647 ,,"86,202 ","56,590 ","23,540 ","6,072 ",,"69,186 ","43,518 ","20,930 ","4,738 ",,"14,580 ","11,344 ","2,136 ","1,100 ",,"1,845 ","1,452 ",285 ,108 ,,591 ,276 ,189 ,126 ,,"3,660 ","2,260 ",770 ,630 ,,"2,226 ","1,354 ",471 ,401 ,,"1,434 ",906 ,299 ,229 ,,"22,745 ","17,578 ","3,524 ","1,643 ",,"19,130 ","15,045 ","2,933 ","1,152 ",,"3,322 ","2,383 ",556 ,383 ,,293 ,150 ,35 ,108 ,,118 ,97 ,13 ,8 ,,"779,909 ","576,014 ","131,788 ","72,107 ",,,,,,,,,,,,,,,,
,May．,"3,677 ",759 ,906 ,"2,012 ",,"84,917 ","56,283 ","22,571 ","6,063 ",,"69,105 ","44,284 ","20,047 ","4,774 ",,"13,010 ","9,939 ","2,015 ","1,056 ",,"2,252 ","1,817 ",322 ,113 ,,550 ,243 ,187 ,120 ,,"3,541 ","2,215 ",876 ,450 ,,"1,703 ",972 ,487 ,244 ,,"1,838 ","1,243 ",389 ,206 ,,"19,087 ","14,128 ","3,584 ","1,375 ",,"16,412 ","12,486 ","2,958 ",968 ,,"2,478 ","1,556 ",594 ,328 ,,197 ,86 ,32 ,79 ,,63 ,53 ,5 ,5 ,,"736,122 ","541,672 ","128,987 ","65,463 ",,,,,,,,,,,,,,,,
,Jun．,"1,793 ",581 ,689 ,523 ,,"90,691 ","63,381 ","22,330 ","4,980 ",,"76,691 ","52,767 ","19,952 ","3,972 ",,"11,846 ","9,070 ","1,962 ",814 ,,"1,685 ","1,338 ",263 ,84 ,,469 ,206 ,153 ,110 ,,"3,156 ","1,824 ",817 ,515 ,,"1,662 ",904 ,462 ,296 ,,"1,494 ",920 ,355 ,219 ,,"20,752 ","16,054 ","3,535 ","1,163 ",,"17,949 ","14,159 ","2,938 ",852 ,,"2,434 ","1,658 ",561 ,215 ,,369 ,237 ,36 ,96 ,,54 ,42 ,7 ,5 ,,"681,563 ","502,577 ","127,322 ","51,664 ",,,,,,,,,,,,,,,,
,Jul．,"2,469 ",848 ,682 ,939 ,,"92,750 ","66,461 ","19,659 ","6,630 ",,"72,992 ","50,009 ","17,522 ","5,461 ",,"15,716 ","13,087 ","1,685 ",944 ,,"3,399 ","3,008 ",292 ,99 ,,643 ,357 ,160 ,126 ,,"3,849 ","2,642 ",639 ,568 ,,"2,445 ","1,709 ",419 ,317 ,,"1,404 ",933 ,220 ,251 ,,"24,078 ","19,191 ","3,367 ","1,520 ",,"20,652 ","16,761 ","2,799 ","1,092 ",,"3,160 ","2,275 ",531 ,354 ,,266 ,155 ,37 ,74 ,,129 ,106 ,10 ,13 ,,"825,012 ","649,234 ","118,436 ","57,342 ",,,,,,,,,,,,,,,,
,Aug．,"2,006 ",690 ,531 ,785 ,,"72,775 ","45,105 ","15,635 ","12,035 ",,"57,121 ","33,454 ","13,985 ","9,682 ",,"13,156 ","9,913 ","1,310 ","1,933 ",,"1,951 ","1,560 ",225 ,166 ,,547 ,178 ,115 ,254 ,,"2,758 ","1,643 ",570 ,545 ,,"1,479 ",831 ,370 ,278 ,,"1,279 ",812 ,200 ,267 ,,"20,224 ","15,109 ","2,794 ","2,321 ",,"17,231 ","13,289 ","2,271 ","1,671 ",,"2,700 ","1,689 ",483 ,528 ,,293 ,131 ,40 ,122 ,,125 ,106 ,10 ,9 ,,"742,022 ","559,421 ","93,943 ","88,658 ",,,,,,,,,,,,,,,,
,Sep．,"1,636 ",502 ,504 ,630 ,,"72,227 ","41,559 ","23,506 ","7,162 ",,"57,851 ","31,324 ","20,860 ","5,667 ",,"11,515 ","8,212 ","2,084 ","1,219 ",,"2,236 ","1,764 ",344 ,128 ,,625 ,259 ,218 ,148 ,,"3,416 ","2,040 ",754 ,622 ,,"1,743 ","1,004 ",441 ,298 ,,"1,673 ","1,036 ",313 ,324 ,,"27,351 ","22,260 ","3,530 ","1,561 ",,"23,689 ","19,539 ","2,959 ","1,191 ",,"3,356 ","2,599 ",509 ,248 ,,306 ,122 ,62 ,122 ,,73 ,60 ,7 ,6 ,,"641,235 ","427,406 ","124,803 ","89,026 ",,,,,,,,,,,,,,,,
,Oct．,"2,154 ",663 ,710 ,781 ,,"85,248 ","55,747 ","24,354 ","5,147 ",,"68,058 ","42,502 ","21,385 ","4,171 ",,"14,201 ","11,050 ","2,394 ",757 ,,"2,300 ","1,855 ",345 ,100 ,,689 ,340 ,230 ,119 ,,"4,112 ","2,583 ","1,047 ",482 ,,"2,047 ","1,257 ",579 ,211 ,,"2,065 ","1,326 ",468 ,271 ,,"21,340 ","16,457 ","3,705 ","1,178 ",,"18,200 ","14,310 ","3,032 ",858 ,,"2,820 ","2,007 ",611 ,202 ,,320 ,140 ,62 ,118 ,,95 ,79 ,7 ,9 ,,"738,832 ","526,631 ","141,326 ","70,875 ",,,,,,,,,,,,,,,,
,Nov．,"2,078 ",697 ,739 ,642 ,,"71,089 ","44,795 ","21,570 ","4,724 ",,"56,044 ","33,422 ","18,850 ","3,772 ",,"12,751 ","9,730 ","2,291 ",730 ,,"1,811 ","1,419 ",296 ,96 ,,483 ,224 ,133 ,126 ,,"3,396 ","2,122 ",851 ,423 ,,"2,020 ","1,337 ",465 ,218 ,,"1,376 ",785 ,386 ,205 ,,"16,768 ","11,813 ","3,567 ","1,388 ",,"14,334 ","10,424 ","2,910 ","1,000 ",,"2,157 ","1,274 ",614 ,269 ,,277 ,115 ,43 ,119 ,,56 ,47 ,5 ,4 ,,"553,491 ","367,572 ","132,802 ","53,117 ",,,,,,,,,,,,,,,,
,Dec．,"1,553 ",624 ,368 ,561 ,,"71,251 ","52,081 ","14,515 ","4,655 ",,"54,938 ","38,101 ","13,084 ","3,753 ",,"14,546 ","12,586 ","1,223 ",737 ,,"1,481 ","1,246 ",145 ,90 ,,286 ,148 ,63 ,75 ,,"2,923 ","2,081 ",307 ,535 ,,"1,466 ","1,135 ",184 ,147 ,,"1,457 ",946 ,123 ,388 ,,"25,462 ","22,299 ","1,915 ","1,248 ",,"22,114 ","19,558 ","1,612 ",944 ,,"3,110 ","2,573 ",278 ,259 ,,238 ,168 ,25 ,45 ,,94 ,82 ,5 ,7 ,,"513,354 ","383,976 ","86,013 ","43,365 ",,,,,,,,,,,,,,,,
,2009　Jan．,"1,612 ",329 ,387 ,896 ,,"62,230 ","35,450 ","15,122 ","11,658 ",,"47,306 ","24,378 ","13,643 ","9,285 ",,"13,520 ","10,290 ","1,249 ","1,981 ",,981 ,676 ,145 ,160 ,,423 ,106 ,85 ,232 ,,"2,073 ","1,004 ",357 ,712 ,,"1,066 ",507 ,202 ,357 ,,"1,007 ",497 ,155 ,355 ,,"30,319 ","25,834 ","2,016 ","2,469 ",,"26,919 ","23,409 ","1,713 ","1,797 ",,"3,085 ","2,261 ",272 ,552 ,,315 ,164 ,31 ,120 ,,72 ,62 ,4 ,6 ,,"580,673 ","399,352 ","81,045 ","100,276 ",,,,,,,,,,,,,,,,
,Feb．,"1,183 ",317 ,474 ,392 ,,"48,797 ","27,680 ","17,064 ","4,053 ",,"38,837 ","20,364 ","15,188 ","3,285 ",,"8,848 ","6,648 ","1,615 ",585 ,,779 ,557 ,156 ,66 ,,333 ,111 ,105 ,117 ,,"1,735 ",877 ,455 ,403 ,,806 ,371 ,240 ,195 ,,929 ,506 ,215 ,208 ,,"19,122 ","15,435 ","2,720 ",967 ,,"17,101 ","14,140 ","2,267 ",694 ,,"1,846 ","1,229 ",425 ,192 ,,175 ,66 ,28 ,81 ,,34 ,21 ,7 ,6 ,,"408,628 ","256,117 ","95,931 ","56,580 ",,,,,,,,,,,,,,,,
,Mar．,"1,610 ",459 ,548 ,603 ,,"81,098 ","54,290 ","19,157 ","7,651 ",,"64,921 ","41,531 ","17,104 ","6,286 ",,"14,444 ","11,669 ","1,702 ","1,073 ",,"1,254 ",883 ,228 ,143 ,,479 ,207 ,123 ,149 ,,"2,680 ","1,456 ",562 ,662 ,,"1,411 ",753 ,297 ,361 ,,"1,269 ",703 ,265 ,301 ,,"20,994 ","16,188 ","3,147 ","1,659 ",,"18,096 ","14,327 ","2,605 ","1,164 ",,"2,605 ","1,713 ",505 ,387 ,,293 ,148 ,37 ,108 ,,61 ,47 ,2 ,12 ,,"568,586 ","371,017 ","108,022 ","89,547 ",,,,,,,,,,,,,,,,
,Apr．,"1,885 ",779 ,543 ,563 ,,"78,751 ","57,542 ","16,105 ","5,104 ",,"61,708 ","43,371 ","14,335 ","4,002 ",,"14,618 ","12,281 ","1,480 ",857 ,,"1,842 ","1,581 ",145 ,116 ,,583 ,309 ,145 ,129 ,,"3,215 ","2,110 ",497 ,608 ,,"1,565 ","1,047 ",275 ,243 ,,"1,650 ","1,063 ",222 ,365 ,,"18,923 ","14,998 ","2,473 ","1,452 ",,"15,929 ","12,856 ","2,045 ","1,028 ",,"2,784 ","2,036 ",402 ,346 ,,210 ,106 ,26 ,78 ,,87 ,76 ,3 ,8 ,,"626,313 ","458,192 ","95,459 ","72,662 ",,,,,,,,,,,,,,,,
,May．,"1,500 ",501 ,442 ,557 ,,"71,742 ","49,568 ","16,130 ","6,044 ",,"58,595 ","39,191 ","14,513 ","4,891 ",,"12,184 ","9,753 ","1,484 ",947 ,,586 ,455 ,62 ,69 ,,377 ,169 ,71 ,137 ,,"2,844 ","1,771 ",552 ,521 ,,"1,343 ",772 ,311 ,260 ,,"1,501 ",999 ,241 ,261 ,,"14,343 ","10,350 ","2,641 ","1,352 ",,"11,995 ","8,908 ","2,139 ",948 ,,"2,063 ","1,375 ",425 ,263 ,,285 ,67 ,77 ,141 ,,33 ,28 ,,5 ,,"485,713 ","334,957 ","88,064 ","62,692 ",,,,,,,,,,,,,,,,
,Jun．,"1,680 ",599 ,567 ,514 ,,"79,509 ","58,638 ","16,818 ","4,053 ",,"67,762 ","49,239 ","15,223 ","3,300 ",,"10,523 ","8,537 ","1,387 ",599 ,,862 ,699 ,108 ,55 ,,362 ,163 ,100 ,99 ,,"2,342 ","1,493 ",463 ,386 ,,"1,182 ",690 ,286 ,206 ,,"1,160 ",803 ,177 ,180 ,,"15,427 ","11,825 ","2,684 ",918 ,,"12,778 ","9,973 ","2,135 ",670 ,,"2,295 ","1,630 ",506 ,159 ,,354 ,222 ,43 ,89 ,,33 ,24 ,4 ,5 ,,"424,427 ","286,981 ","91,590 ","45,856 ",,,,,,,,,,,,,,,,
,Jul．,"1,834 ",797 ,455 ,582 ,,"86,662 ","64,744 ","15,928 ","5,990 ",,"70,373 ","51,047 ","14,310 ","5,016 ",,"14,100 ","11,947 ","1,383 ",770 ,,"1,726 ","1,525 ",129 ,72 ,,463 ,225 ,106 ,132 ,,"2,804 ","1,917 ",445 ,442 ,,"1,573 ","1,106 ",237 ,230 ,,"1,231 ",811 ,208 ,212 ,,"18,164 ","14,079 ","2,681 ","1,404 ",,"15,211 ","11,994 ","2,213 ","1,004 ",,"2,700 ","1,965 ",417 ,318 ,,253 ,120 ,51 ,82 ,,42 ,37 ,4 ,1 ,,"632,722 ","483,541 ","96,925 ","52,256 ",,,,,,,,,,,,,,,,
,Aug．,"1,949 ",716 ,387 ,846 ,,"73,374 ","47,558 ","14,072 ","11,744 ",,"58,044 ","35,908 ","12,774 ","9,362 ",,"13,429 ","10,403 ","1,117 ","1,909 ",,"1,336 ","1,048 ",105 ,183 ,,565 ,199 ,76 ,290 ,,"2,606 ","1,440 ",474 ,692 ,,"1,243 ",603 ,295 ,345 ,,"1,363 ",837 ,179 ,347 ,,"15,860 ","11,094 ","2,416 ","2,350 ",,"13,358 ","9,655 ","1,991 ","1,712 ",,"2,222 ","1,351 ",380 ,491 ,,280 ,88 ,45 ,147 ,,50 ,38 ,3 ,9 ,,"679,586 ","504,395 ","82,538 ","92,653 ",,,,,,,,,,,,,,,,
,Sep．,"1,767 ",520 ,414 ,833 ,,"65,276 ","38,729 ","18,626 ","7,921 ",,"52,322 ","29,330 ","16,583 ","6,409 ",,"10,869 ","7,941 ","1,688 ","1,240 ",,"1,605 ","1,265 ",202 ,138 ,,480 ,193 ,153 ,134 ,,"3,205 ","1,896 ",635 ,674 ,,"1,530 ",873 ,364 ,293 ,,"1,675 ","1,023 ",271 ,381 ,,"21,953 ","17,602 ","2,872 ","1,479 ",,"18,833 ","15,387 ","2,314 ","1,132 ",,"2,895 ","2,141 ",504 ,250 ,,225 ,74 ,54 ,97 ,,50 ,39 ,5 ,6 ,,"535,544 ","335,416 ","104,316 ","95,812 ",,,,,,,,,,,,,,,,
,Oct．,"2,194 ",715 ,766 ,713 ,,"83,816 ","56,869 ","21,823 ","5,124 ",,"66,577 ","43,167 ","19,223 ","4,187 ",,"14,504 ","11,672 ","2,148 ",684 ,,"2,147 ","1,754 ",282 ,111 ,,588 ,276 ,170 ,142 ,,"4,417 ","3,050 ",870 ,497 ,,"2,211 ","1,511 ",458 ,242 ,,"2,206 ","1,539 ",412 ,255 ,,"23,807 ","18,329 ","4,138 ","1,340 ",,"19,907 ","15,771 ","3,213 ",923 ,,"3,657 ","2,509 ",873 ,275 ,,243 ,49 ,52 ,142 ,,60 ,49 ,2 ,9 ,,"655,481 ","455,813 ","128,141 ","71,527 ",,,,,,,,,,,,,,,,
,Nov．,"1,883 ",580 ,667 ,636 ,,"72,422 ","45,598 ","21,848 ","4,976 ",,"57,866 ","34,492 ","19,253 ","4,121 ",,"12,375 ","9,518 ","2,209 ",648 ,,"1,679 ","1,329 ",264 ,86 ,,502 ,259 ,122 ,121 ,,"3,300 ","1,874 ",934 ,492 ,,"1,725 ",983 ,544 ,198 ,,"1,575 ",891 ,390 ,294 ,,"19,917 ","15,105 ","3,544 ","1,268 ",,"17,289 ","13,409 ","2,944 ",936 ,,"2,419 ","1,646 ",558 ,215 ,,209 ,50 ,42 ,117 ,,42 ,33 ,6 ,3 ,,"565,089 ","380,067 ","132,071 ","52,951 ",,,,,,,,,,,,,,,,
,Dec．,"1,524 ",610 ,395 ,519 ,,"70,940 ","52,487 ","13,987 ","4,466 ",,"55,608 ","39,249 ","12,729 ","3,630 ",,"13,342 ","11,556 ","1,108 ",678 ,,"1,657 ","1,490 ",101 ,66 ,,333 ,192 ,49 ,92 ,,"2,260 ","1,652 ",351 ,257 ,,"1,244 ",929 ,201 ,114 ,,"1,016 ",723 ,150 ,143 ,,"27,384 ","24,338 ","1,849 ","1,197 ",,"24,243 ","21,750 ","1,545 ",948 ,,"2,996 ","2,516 ",280 ,200 ,,145 ,72 ,24 ,49 ,,76 ,57 ,6 ,13 ,,"626,896 ","493,985 ","88,520 ","44,391 ",,,,,,,,,,,,,,,,
,2010　Jan．,"1,609 ",286 ,432 ,891 ,,"61,695 ","32,086 ","18,180 ","11,429 ",,"48,643 ","23,244 ","16,254 ","9,145 ",,"11,132 ","7,832 ","1,526 ","1,774 ",,"1,374 ",881 ,277 ,216 ,,546 ,129 ,123 ,294 ,,"2,587 ","1,185 ",543 ,859 ,,"1,377 ",597 ,337 ,443 ,,"1,210 ",588 ,206 ,416 ,,"30,096 ","25,053 ","2,517 ","2,526 ",,"26,904 ","23,001 ","2,082 ","1,821 ",,"2,942 ","1,974 ",387 ,581 ,,250 ,78 ,48 ,124 ,,43 ,33 ,4 ,6 ,,"640,346 ","437,752 ","105,349 ","97,245 ",,,,,,,,,,,,,,,,
